"Resultado;Nombrede la medida;Fecha;Hora;Límite a medida;Instrumento;Adaptador;Firmware ;Operador del equipo;Compañía;Contratista;Tipo;Estándar;Ra";"ngo de frequencia;Notas";"de usuario;Largo del cabl";"e;Medidor";de potenc;ia;";Longitúd de on";"da;Diámetro del centro;Potencia de referencia;Potencia recibida;Potencia recibida;Pérdida;DH/RH;Atenuación;Longitúd de onda;Diámetro del centro;Pérdida;Umbral de pérdida;Margen;Longitúd;Longitúd;Límite;Margen;Medida;DH/RH;Pares;Resultado;Freq en Peor Caso;Valor del peor escenario;Límite del peor escenario;Margen del peor escenario;Peor valor absoluto;Peor Frequencia en total;Peor límite en total;Peor margen en total;RESISTENCIA;Límite;7_8;3_6;5_4;1_2;LONGITUD;Límite;7_8;3_6;5_4;1_2;IMPEDANCIA;Límite;7_8;3_6;5_4;1_2;RETARDO DE PROPAGACIÓN;Límite;7_8;3_6;5_4;1_2;DIFERENCIAL DE RETARDO;Límite;7_8;3_6;5_4;1_2;CAPACITANCIA;Límite;7_8;3_6;5_4;1_2;NVP_7_8;NVP_3_6;NVP_5_4;NVP_1_2;ENCABEZAMIENTO;Pin 1;Pin 2;Pin 3;Pin 4;Pin 5;Pin 6;Pin 7;Pin 8;Aislación"
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""7,8"";Pasa;""4,0"";""65,9"";""60,5"";""5,4"";""41,8"";""234,0"";""30,7"";""11,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""3,6"";Pasa;""229,0"";""38,7"";""30,8"";""7,9"";""38,2"";""244,0"";""30,3"";""7,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""5,4"";Pasa;""4,0"";""65,2"";""60,5"";""4,7"";""42,1"";""249,0"";""30,2"";""11,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""1,2"";Pasa;""4,2"";""67,5"";""60,3"";""7,2"";""38,6"";""238,0"";""30,5"";""8,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""7,8"";Pasa;""4,0"";""66,2"";""60,5"";""5,7"";""46,9"";""234,0"";""30,7"";""16,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""3,6"";Pasa;""6,1"";""67,0"";""57,5"";""9,5"";""43,2"";""214,0"";""31,3"";""11,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""5,4"";Pasa;""4,2"";""64,8"";""60,3"";""4,5"";""43,3"";""214,0"";""31,3"";""12,0""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""1,2"";Pasa;""6,1"";""64,6"";""57,5"";""7,1"";""47,0"";""191,0"";""32,2"";""14,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""7,8"";Pasa;""4,0"";""64,1"";""56,5"";""7,6"";""28,4"";""234,0"";""-3,9"";""32,3""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""3,6"";Pasa;""7,0"";""63,5"";""51,3"";""12,2"";""24,1"";""244,0"";""-5,1"";""29,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""5,4"";Pasa;""4,0"";""63,4"";""56,5"";""6,9"";""28,2"";""249,0"";""-5,7"";""33,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""1,2"";Pasa;""4,2"";""65,7"";""56,2"";""9,5"";""25,4"";""238,0"";""-4,4"";""29,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""7,8"";Pasa;""4,0"";""64,4"";""56,5"";""7,9"";""33,5"";""234,0"";""-3,9"";""37,4""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""3,6"";Pasa;""6,1"";""64,8"";""52,6"";""12,2"";""30,1"";""214,0"";""-1,5"";""31,6""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""5,4"";Pasa;""4,2"";""62,9"";""56,2"";""6,7"";""30,1"";""249,0"";""-5,7"";""35,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""1,2"";Pasa;""6,1"";""62,4"";""52,6"";""9,8"";""34,9"";""191,0"";""1,5"";""33,4""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""7,8"";Pasa;""1,0"";""76,4"";""60,3"";""16,1"";""30,3"";""250,0"";""12,3"";""18,0""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""3,6"";Pasa;""1,0"";""72,5"";""60,3"";""12,2"";""28,2"";""212,0"";""13,7"";""14,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""5,4"";Pasa;""1,6"";""69,8"";""56,2"";""13,6"";""28,5"";""250,0"";""12,3"";""16,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""1,2"";Pasa;""1,3"";""71,2"";""58,0"";""13,2"";""28,5"";""250,0"";""12,3"";""16,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""7,8"";Pasa;""1,0"";""74,3"";""60,3"";""14,0"";""29,6"";""212,0"";""13,7"";""15,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""3,6"";Pasa;""1,3"";""70,8"";""58,0"";""12,8"";""25,8"";""250,0"";""12,3"";""13,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""5,4"";Pasa;""1,0"";""73,7"";""60,3"";""13,4"";""29,6"";""250,0"";""12,3"";""17,3""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""1,2"";Pasa;""1,0"";""75,7"";""60,3"";""15,4"";""32,1"";""249,0"";""12,3"";""19,8""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pasa;25,0;""7,6"";""6,9"";""7,4"";""7,5"";Pasa;100,0;""44,5"";""48,4"";""49,1"";""47,5"";;;;;;;Pasa;555,0;";"""218,2"";""224,3"";""227,4"";";"""220,0"";Pasa;50,0;""0,0"";""";"6,1"";""9,2";""";""1,8"";;;";";;";";;68;72;72;72;5";"9,7 ;OK;OK;OK;OK;OK;OK;OK;OK;Abierto@0"
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-3,6"";Pasa;""3,1"";""72,9"";""64,8"";""8,1"";""44,8"";""215,0"";""34,2"";""10,6""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-5,4"";Pasa;""4,2"";""67,5"";""62,8"";""4,7"";""44,9"";""249,0"";""33,1"";""11,8""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-1,2"";Pasa;""248,0"";""42,0"";""33,2"";""8,8"";""41,9"";""250,0"";""33,1"";""8,8""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""3,6-5,4"";Pasa;""3,0"";""72,7"";""65,0"";""7,7"";""43,2"";""250,0"";""33,1"";""10,1""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""3,6-1,2"";Pasa;""246,0"";""40,4"";""33,2"";""7,2"";""40,4"";""246,0"";""33,2"";""7,2""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""5,4-1,2"";Pasa;""4,2"";""66,7"";""62,8"";""3,9"";""50,8"";""231,0"";""33,7"";""17,1""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-3,6"";Pasa;""3,0"";""73,2"";""65,0"";""8,2"";""43,3"";""216,0"";""34,2"";""9,1""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-5,4"";Pasa;""4,2"";""66,4"";""62,8"";""3,6"";""51,9"";""153,0"";""36,8"";""15,1""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-1,2"";Pasa;""4,0"";""77,2"";""63,0"";""14,2"";""55,6"";""180,0"";""35,6"";""20,0""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""3,6-5,4"";Pasa;""89,0"";""50,6"";""40,8"";""9,8"";""45,3"";""220,0"";""34,1"";""11,2""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""3,6-1,2"";Pasa;""7,0"";""71,2"";""59,1"";""12,1"";""51,7"";""226,0"";""33,9"";""17,8""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""5,4-1,2"";Pasa;""4,0"";""69,8"";""63,0"";""6,8"";""48,8"";""250,0"";""33,1"";""15,7""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""7,8"";Pasa;""25,0"";""22,0"";""17,0"";""5,0"";""13,7"";""247,0"";""8,1"";""5,6""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""3,6"";Pasa;""101,0"";""21,3"";""12,0"";""9,3"";""19,8"";""189,0"";""9,2"";""10,6""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""5,4"";Pasa;""42,0"";""26,5"";""15,8"";""10,7"";""21,1"";""246,0"";""8,1"";""13,0""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""1,2"";Pasa;""59,0"";""21,0"";""14,3"";""6,7"";""17,3"";""144,0"";""10,4"";""6,9""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""7,8"";Pasa;""106,0"";""18,2"";""11,7"";""6,5"";""18,2"";""106,0"";""11,7"";""6,5""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""3,6"";Pasa;""36,0"";""33,0"";""16,2"";""16,8"";""27,1"";""168,0"";""9,7"";""17,4""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""5,4"";Pasa;""33,0"";""26,7"";""16,4"";""10,3"";""19,8"";""248,0"";""8,1"";""11,7""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""1,2"";Pasa;""29,1"";""24,6"";""16,7"";""7,9"";""22,9"";""144,0"";""10,4"";""12,5""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""7,8"";Pasa;""2,5"";""1,6"";""3,2"";""1,6"";""13,9"";""250,0"";""35,9"";""22,0""";;;;;;;
"Pasa;Atico-1;16/02/2024;15:01;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""3,6"";Pasa;""2,5"";""1,6"";""3,2"";""1,6"";""14,6"";""250,0"";""35,9"";""21,3""";;;;;;;
